,FREQUENCY,GAMMA
106,22007.95,2.803688e-07
107,22008.025,2.944092e-07
108,22008.1,3.14934e-07
109,22008.175,2.292374e-07
110,22008.25,2.515238e-07
111,22008.325,2.069351e-07
112,22008.4,2.346599e-07
113,22008.475,2.08608e-07
114,22008.55,1.890745e-07
115,22008.625,1.913679e-07
116,22008.7,1.716796e-07
117,22008.775,1.52747e-07
118,22008.85,1.234095e-07
119,22008.925,1.687517e-07
120,22009.0,1.933879e-07
121,22009.075,1.928406e-07
122,22009.15,2.16861e-07
123,22009.225,2.56439e-07
124,22009.3,2.719833e-07
125,22009.375,3.430193e-07
126,22009.45,3.68456e-07
127,22009.525,4.239241e-07
128,22009.6,3.702458e-07
129,22009.675,3.985569e-07
130,22009.75,4.019829e-07
131,22009.825,3.325103e-07
132,22009.9,2.983343e-07
133,22009.975,2.753865e-07
134,22010.05,2.305786e-07
135,22010.125,2.208383e-07
136,22010.2,1.840548e-07
137,22010.275,1.2509e-07
138,22010.35,1.548153e-07
139,22010.425,1.424308e-07
140,22010.5,1.480285e-07
141,22010.575,1.5612e-07
142,22010.65,1.373034e-07
143,22010.725,8.64745e-08
144,22010.8,1.263474e-07
145,22010.875,1.352066e-07
