,FREQUENCY,GAMMA
28952,24171.4,3.060957e-09
28953,24171.475,-1.393024e-08
28954,24171.55,2.122893e-08
28955,24171.625,1.791495e-08
28956,24171.7,-2.436304e-08
28957,24171.775,-3.50696e-08
28958,24171.85,-3.254855e-08
28959,24171.925,-4.453535e-08
28960,24172.0,-7.418197e-08
28961,24172.075,-1.056067e-07
28962,24172.15,-7.170316e-08
28963,24172.225,-1.01439e-07
28964,24172.3,-8.24347e-08
28965,24172.375,-3.499881e-08
28966,24172.45,-8.306197e-09
28967,24172.525,3.874891e-08
28968,24172.6,1.270363e-07
28969,24172.675,1.904695e-07
28970,24172.75,2.824915e-07
28971,24172.825,3.08068e-07
28972,24172.9,3.316467e-07
28973,24172.975,2.993428e-07
28974,24173.05,2.500859e-07
28975,24173.125,1.616969e-07
28976,24173.2,1.015706e-07
28977,24173.275,3.852198e-08
28978,24173.35,-1.981274e-08
28979,24173.425,-2.607304e-08
28980,24173.5,-6.934517e-08
28981,24173.575,-6.307707e-08
28982,24173.65,-6.718505e-08
28983,24173.725,-9.548428e-08
28984,24173.8,-5.391405e-08
28985,24173.875,-6.475865e-08
28986,24173.95,-3.569189e-08
28987,24174.025,-2.658883e-08
28988,24174.1,-5.060174e-09
28989,24174.175,1.027463e-09
28990,24174.25,1.155421e-08
28991,24174.325,3.417203e-08
