,FREQUENCY,GAMMA
32302,24422.65,4.333324e-08
32303,24422.725,1.129318e-08
32304,24422.8,2.542898e-09
32305,24422.875,2.731761e-09
32306,24422.95,-1.59093e-08
32307,24423.025,-3.51791e-08
32308,24423.1,-3.419785e-08
32309,24423.175,-6.787349e-08
32310,24423.25,-5.708436e-08
32311,24423.325,-1.5744e-08
32312,24423.4,-6.912239e-08
32313,24423.475,-4.231778e-08
32314,24423.55,-4.286887e-08
32315,24423.625,1.382004e-08
32316,24423.7,-1.292829e-08
32317,24423.775,2.619064e-08
32318,24423.85,5.522691e-08
32319,24423.925,3.841643e-08
32320,24424.0,1.373372e-07
32321,24424.075,9.232541e-08
32322,24424.15,1.363098e-07
32323,24424.225,1.43994e-07
32324,24424.3,9.957056e-08
32325,24424.375,8.668928e-08
32326,24424.45,2.38163e-08
32327,24424.525,2.43551e-08
32328,24424.6,4.631231e-08
32329,24424.675,1.541479e-08
32330,24424.75,-1.213387e-08
32331,24424.825,6.644143e-09
32332,24424.9,-3.229106e-08
32333,24424.975,-4.382466e-08
32334,24425.05,-3.068902e-08
32335,24425.125,-3.21381e-08
32336,24425.2,-1.398783e-08
32337,24425.275,-1.053854e-08
32338,24425.35,-1.039827e-08
32339,24425.425,-2.144393e-08
32340,24425.5,1.057089e-09
32341,24425.575,-1.042493e-08
