,FREQUENCY,GAMMA
36069,24705.175,-1.001599e-08
36070,24705.25,-3.765894e-08
36071,24705.325,1.894373e-09
36072,24705.4,4.362291e-08
36073,24705.475,2.836476e-08
36074,24705.55,4.97767e-08
36075,24705.625,3.324069e-08
36076,24705.7,4.185266e-08
36077,24705.775,8.156079e-08
36078,24705.85,9.782898e-09
36079,24705.925,1.86448e-08
36080,24706.0,-4.804316e-09
36081,24706.075,-2.7213e-08
36082,24706.15,-2.606942e-08
36083,24706.225,-6.579908e-08
36084,24706.3,-2.77268e-08
36085,24706.375,1.169278e-08
36086,24706.45,7.186885e-08
36087,24706.525,1.00126e-07
36088,24706.6,1.173567e-07
36089,24706.675,1.855604e-07
36090,24706.75,1.528629e-07
36091,24706.825,1.552503e-07
36092,24706.9,8.303357e-08
36093,24706.975,1.783481e-08
36094,24707.05,3.771154e-08
36095,24707.125,-5.072257e-08
36096,24707.2,-5.327739e-08
36097,24707.275,-8.809238e-08
36098,24707.35,-7.790169e-08
36099,24707.425,-7.492735e-08
36100,24707.5,-3.485507e-08
36101,24707.575,-8.345745e-08
36102,24707.65,7.04795e-10
36103,24707.725,-4.924433e-08
36104,24707.8,-2.4865e-08
36105,24707.875,-5.648866e-08
36106,24707.95,-3.832769e-08
36107,24708.025,4.004632e-08
36108,24708.1,1.478727e-08
