,FREQUENCY,GAMMA
34148,24561.1,1.933857e-08
34149,24561.175,7.467103e-09
34150,24561.25,-3.525687e-08
34151,24561.325,-4.331872e-08
34152,24561.4,-4.865256e-08
34153,24561.475,-7.732707e-08
34154,24561.55,-1.954084e-08
34155,24561.625,-9.220733e-08
34156,24561.7,-9.71339e-08
34157,24561.775,-4.671026e-08
34158,24561.85,-9.194012e-08
34159,24561.925,-1.204695e-07
34160,24562.0,-1.036386e-07
34161,24562.075,-1.281632e-07
34162,24562.15,-1.100039e-07
34163,24562.225,-1.215653e-07
34164,24562.3,-5.948805e-08
34165,24562.375,1.282193e-08
34166,24562.45,4.461403e-08
34167,24562.525,1.439621e-07
34168,24562.6,1.529895e-07
34169,24562.675,2.549292e-07
34170,24562.75,2.250439e-07
34171,24562.825,2.082486e-07
34172,24562.9,1.56112e-07
34173,24562.975,9.540171e-08
34174,24563.05,1.579834e-08
34175,24563.125,-5.084398e-08
34176,24563.2,-8.855275e-08
34177,24563.275,-1.056602e-07
34178,24563.35,-1.274445e-07
34179,24563.425,-1.139297e-07
34180,24563.5,-1.044516e-07
34181,24563.575,-1.06075e-07
34182,24563.65,-6.539795e-08
34183,24563.725,-5.813948e-08
34184,24563.8,-3.925656e-08
34185,24563.875,9.847627e-09
34186,24563.95,-1.297347e-08
34187,24564.025,-3.854127e-09
