,FREQUENCY,GAMMA
15121,23134.075,2.407782e-08
15122,23134.15,5.35637e-08
15123,23134.225,6.506873e-08
15124,23134.3,1.284354e-08
15125,23134.375,4.480072e-08
15126,23134.45,2.766179e-08
15127,23134.525,1.42141e-08
15128,23134.6,2.228767e-08
15129,23134.675,-5.003037e-08
15130,23134.75,-2.370367e-08
15131,23134.825,-1.25208e-08
15132,23134.9,-2.418311e-09
15133,23134.975,1.961317e-08
15134,23135.05,-1.796399e-08
15135,23135.125,1.832026e-08
15136,23135.2,8.870631e-08
15137,23135.275,8.756001e-08
15138,23135.35,1.823683e-07
15139,23135.425,2.332438e-07
15140,23135.5,2.297624e-07
15141,23135.575,2.655151e-07
15142,23135.65,2.459321e-07
15143,23135.725,1.684215e-07
15144,23135.8,1.653882e-07
15145,23135.875,9.238426e-08
15146,23135.95,2.652719e-08
15147,23136.025,7.272606e-08
15148,23136.1,-1.540429e-08
15149,23136.175,9.802938e-10
15150,23136.25,-4.101175e-08
15151,23136.325,-1.584471e-08
15152,23136.4,-5.086765e-09
15153,23136.475,-3.268688e-08
15154,23136.55,-2.023669e-08
15155,23136.625,-6.869451e-08
15156,23136.7,-3.850562e-08
15157,23136.775,-1.102348e-08
15158,23136.85,-2.044093e-09
15159,23136.925,-2.844939e-08
15160,23137.0,1.463668e-08
