,FREQUENCY,GAMMA
31606,24370.45,-7.820877e-08
31607,24370.525,-3.981207e-08
31608,24370.6,-4.406896e-08
31609,24370.675,-1.167448e-07
31610,24370.75,-1.123766e-07
31611,24370.825,-5.622179e-08
31612,24370.9,-1.46609e-07
31613,24370.975,-1.306212e-07
31614,24371.05,-1.292721e-07
31615,24371.125,-1.717861e-07
31616,24371.2,-2.268832e-07
31617,24371.275,-1.455273e-07
31618,24371.35,-1.783629e-07
31619,24371.425,-1.500837e-07
31620,24371.5,-1.193798e-07
31621,24371.575,-8.067256e-08
31622,24371.65,-5.040847e-08
31623,24371.725,-1.18941e-08
31624,24371.8,1.112047e-07
31625,24371.875,1.092328e-07
31626,24371.95,1.50167e-07
31627,24372.025,1.037414e-07
31628,24372.1,1.254014e-07
31629,24372.175,1.029854e-07
31630,24372.25,-2.768679e-09
31631,24372.325,-2.935271e-08
31632,24372.4,-2.23369e-08
31633,24372.475,-6.214243e-08
31634,24372.55,-9.802137e-08
31635,24372.625,-2.490564e-08
31636,24372.7,-3.752084e-08
31637,24372.775,-3.645213e-08
31638,24372.85,-6.75672e-08
31639,24372.925,-6.061255e-08
31640,24373.0,-1.265022e-07
31641,24373.075,-1.274132e-07
31642,24373.15,-1.360522e-07
31643,24373.225,-9.142594e-08
31644,24373.3,-1.031413e-07
31645,24373.375,-1.419141e-07
