,FREQUENCY,GAMMA
39969,24997.675,5.252501e-09
39970,24997.75,-2.036847e-08
39971,24997.825,-1.166365e-08
39972,24997.9,-9.70973e-08
39973,24997.975,-6.068032e-08
39974,24998.05,-3.678936e-08
39975,24998.125,-5.82263e-09
39976,24998.2,-3.715604e-08
39977,24998.275,-1.204615e-07
39978,24998.35,-6.875716e-08
39979,24998.425,-9.640535e-08
39980,24998.5,-1.066122e-07
39981,24998.575,-1.179722e-07
39982,24998.65,-4.957118e-08
39983,24998.725,-4.153605e-09
39984,24998.8,3.413466e-08
39985,24998.875,3.727079e-08
39986,24998.95,9.999624e-08
39987,24999.025,1.112277e-07
39988,24999.1,1.195076e-07
39989,24999.175,9.298367e-08
39990,24999.25,9.280662e-08
39991,24999.325,-5.637116e-08
39992,24999.4,-7.489814e-08
39993,24999.475,-1.094622e-07
39994,24999.55,-1.347659e-07
39995,24999.625,-1.826466e-07
39996,24999.7,-1.998985e-07
39997,24999.775,-2.150198e-07
39998,24999.85,-1.923677e-07
39999,24999.925,-1.254662e-07
