,FREQUENCY,GAMMA
31065,24329.875,3.865174e-07
31066,24329.95,3.836214e-07
31067,24330.025,3.84976e-07
31068,24330.1,3.421603e-07
31069,24330.175,3.17509e-07
31070,24330.25,3.178106e-07
31071,24330.325,3.245477e-07
31072,24330.4,3.071588e-07
31073,24330.475,3.65418e-07
31074,24330.55,3.113113e-07
31075,24330.625,3.038597e-07
31076,24330.7,3.041135e-07
31077,24330.775,3.112364e-07
31078,24330.85,3.562372e-07
31079,24330.925,3.691688e-07
31080,24331.0,3.949618e-07
31081,24331.075,4.305594e-07
31082,24331.15,4.612963e-07
31083,24331.225,4.96709e-07
31084,24331.3,5.13659e-07
31085,24331.375,4.887692e-07
31086,24331.45,5.322948e-07
31087,24331.525,4.908997e-07
31088,24331.6,5.107586e-07
31089,24331.675,4.819406e-07
31090,24331.75,4.794924e-07
31091,24331.825,4.343316e-07
31092,24331.9,4.192481e-07
31093,24331.975,4.037874e-07
31094,24332.05,3.918914e-07
31095,24332.125,3.835685e-07
31096,24332.2,3.734263e-07
31097,24332.275,3.997535e-07
31098,24332.35,3.899208e-07
31099,24332.425,4.440328e-07
31100,24332.5,4.218074e-07
31101,24332.575,4.564414e-07
31102,24332.65,4.31321e-07
31103,24332.725,4.516057e-07
31104,24332.8,4.549791e-07
