,FREQUENCY,GAMMA
32014,24401.05,7.022299e-08
32015,24401.125,4.921294e-08
32016,24401.2,2.818721e-08
32017,24401.275,2.041477e-08
32018,24401.35,-1.22469e-08
32019,24401.425,1.455122e-08
32020,24401.5,2.93273e-08
32021,24401.575,3.776409e-08
32022,24401.65,1.435181e-08
32023,24401.725,1.054582e-08
32024,24401.8,1.975911e-08
32025,24401.875,5.702806e-09
32026,24401.95,6.56561e-09
32027,24402.025,1.367589e-09
32028,24402.1,4.031633e-08
32029,24402.175,2.85962e-08
32030,24402.25,4.801585e-08
32031,24402.325,1.082055e-07
32032,24402.4,1.299432e-07
32033,24402.475,1.736922e-07
32034,24402.55,1.953372e-07
32035,24402.625,1.473559e-07
32036,24402.7,1.233982e-07
32037,24402.775,1.107034e-07
32038,24402.85,1.092656e-07
32039,24402.925,5.62925e-08
32040,24403.0,6.984843e-08
32041,24403.075,2.302278e-08
32042,24403.15,4.130633e-08
32043,24403.225,2.408956e-09
32044,24403.3,3.677693e-09
32045,24403.375,1.815745e-09
32046,24403.45,-2.230195e-11
32047,24403.525,-1.456603e-09
32048,24403.6,4.42073e-08
32049,24403.675,-9.340847e-09
32050,24403.75,1.296171e-08
32051,24403.825,4.550968e-08
32052,24403.9,2.443377e-08
32053,24403.975,-1.5305e-08
