,FREQUENCY,GAMMA
38159,24861.925,2.565057e-08
38160,24862.0,5.310466e-08
38161,24862.075,1.741853e-08
38162,24862.15,-2.147779e-08
38163,24862.225,-5.695301e-08
38164,24862.3,-5.557864e-08
38165,24862.375,-3.922049e-08
38166,24862.45,-3.547862e-08
38167,24862.525,-1.039362e-07
38168,24862.6,-6.098987e-08
38169,24862.675,-7.203005e-08
38170,24862.75,-1.18598e-07
38171,24862.825,9.13732e-09
38172,24862.9,-6.311483e-08
38173,24862.975,-3.372192e-08
38174,24863.05,-2.261701e-08
38175,24863.125,3.669894e-08
38176,24863.2,1.392347e-07
38177,24863.275,2.330182e-07
38178,24863.35,3.063813e-07
38179,24863.425,2.762313e-07
38180,24863.5,3.260779e-07
38181,24863.575,2.335681e-07
38182,24863.65,2.173548e-07
38183,24863.725,1.875215e-07
38184,24863.8,4.593848e-08
38185,24863.875,2.226796e-08
38186,24863.95,-1.705844e-08
38187,24864.025,-3.779348e-08
38188,24864.1,-4.389814e-08
38189,24864.175,-3.374833e-08
38190,24864.25,-3.321675e-08
38191,24864.325,-5.972241e-08
38192,24864.4,-2.967727e-08
38193,24864.475,-5.515455e-08
38194,24864.55,3.898231e-08
38195,24864.625,-3.64404e-08
38196,24864.7,-2.084401e-08
38197,24864.775,7.274942e-08
38198,24864.85,2.400951e-08
