,FREQUENCY,GAMMA
20756,23556.7,1.840496e-07
20757,23556.775,9.96976e-08
20758,23556.85,1.303807e-07
20759,23556.925,1.408039e-07
20760,23557.0,1.450354e-07
20761,23557.075,1.090617e-07
20762,23557.15,1.040561e-07
20763,23557.225,1.297639e-07
20764,23557.3,1.071051e-07
20765,23557.375,8.189089e-08
20766,23557.45,1.0138e-07
20767,23557.525,1.153696e-07
20768,23557.6,8.754256e-08
20769,23557.675,8.202988e-08
20770,23557.75,8.235221e-08
20771,23557.825,1.282627e-07
20772,23557.9,1.150499e-07
20773,23557.975,1.701994e-07
20774,23558.05,2.056414e-07
20775,23558.125,2.302376e-07
20776,23558.2,2.196498e-07
20777,23558.275,2.297796e-07
20778,23558.35,1.916219e-07
20779,23558.425,1.274307e-07
20780,23558.5,1.428943e-07
20781,23558.575,1.01133e-07
20782,23558.65,7.638254e-08
20783,23558.725,8.387319e-08
20784,23558.8,6.954786e-08
20785,23558.875,4.839948e-08
20786,23558.95,6.785621e-08
20787,23559.025,3.111189e-08
20788,23559.1,6.412456e-08
20789,23559.175,4.360518e-08
20790,23559.25,5.489477e-08
20791,23559.325,9.314116e-08
20792,23559.4,6.539009e-08
20793,23559.475,3.412886e-08
20794,23559.55,8.146408e-08
20795,23559.625,1.548508e-08
