,FREQUENCY,GAMMA
3113,22233.475,5.431706e-07
3114,22233.55,5.604961e-07
3115,22233.625,5.664233e-07
3116,22233.7,5.198138e-07
3117,22233.775,5.261434e-07
3118,22233.85,4.975823e-07
3119,22233.925,4.538046e-07
3120,22234.0,4.718217e-07
3121,22234.075,4.702265e-07
3122,22234.15,4.600207e-07
3123,22234.225,4.101818e-07
3124,22234.3,3.871587e-07
3125,22234.375,3.544141e-07
3126,22234.45,3.630661e-07
3127,22234.525,3.279531e-07
3128,22234.6,2.815727e-07
3129,22234.675,3.389696e-07
3130,22234.75,5.552628e-07
3131,22234.825,9.549481e-07
3132,22234.9,1.39124e-06
3133,22234.975,1.604149e-06
3134,22235.05,1.501275e-06
3135,22235.125,1.088224e-06
3136,22235.2,5.726001e-07
3137,22235.275,2.780685e-07
3138,22235.35,2.363876e-07
3139,22235.425,2.998171e-07
3140,22235.5,3.861028e-07
3141,22235.575,4.913195e-07
3142,22235.65,5.252903e-07
3143,22235.725,5.55609e-07
3144,22235.8,5.607794e-07
3145,22235.875,6.334595e-07
3146,22235.95,6.164756e-07
3147,22236.025,6.287425e-07
3148,22236.1,6.417333e-07
3149,22236.175,6.442317e-07
3150,22236.25,6.495921e-07
3151,22236.325,6.430287e-07
3152,22236.4,6.308774e-07
