,FREQUENCY,GAMMA
20869,23565.175,-6.18001e-08
20870,23565.25,-2.555067e-08
20871,23565.325,-6.330576e-08
20872,23565.4,-9.452902e-08
20873,23565.475,-1.157012e-07
20874,23565.55,-1.095367e-07
20875,23565.625,-1.358634e-07
20876,23565.7,-1.28334e-07
20877,23565.775,-1.463436e-07
20878,23565.85,-1.306485e-07
20879,23565.925,-1.28703e-07
20880,23566.0,-1.475587e-07
20881,23566.075,-1.150844e-07
20882,23566.15,-1.339016e-07
20883,23566.225,-7.845555e-08
20884,23566.3,-8.187538e-08
20885,23566.375,-4.302052e-09
20886,23566.45,-2.820949e-09
20887,23566.525,7.327176e-08
20888,23566.6,9.319504e-08
20889,23566.675,6.504762e-08
20890,23566.75,8.551677e-08
20891,23566.825,3.417987e-08
20892,23566.9,-5.139626e-09
20893,23566.975,-2.476223e-08
20894,23567.05,-1.976018e-08
20895,23567.125,-8.553118e-08
20896,23567.2,-1.358252e-07
20897,23567.275,-6.325279e-08
20898,23567.35,-1.170138e-07
20899,23567.425,-1.047217e-07
20900,23567.5,-1.181723e-07
20901,23567.575,-9.470255e-08
20902,23567.65,-1.381535e-07
20903,23567.725,-1.042745e-07
20904,23567.8,-1.306251e-07
20905,23567.875,-1.207076e-07
20906,23567.95,-1.120429e-07
20907,23568.025,-1.094753e-07
20908,23568.1,-1.252554e-07
