,FREQUENCY,GAMMA
32596,24444.7,-1.747546e-07
32597,24444.775,-1.213117e-07
32598,24444.85,-1.467381e-07
32599,24444.925,-1.134749e-07
32600,24445.0,-1.631129e-07
32601,24445.075,-2.061335e-07
32602,24445.15,-2.240678e-07
32603,24445.225,-1.830203e-07
32604,24445.3,-2.134871e-07
32605,24445.375,-2.57111e-07
32606,24445.45,-2.128378e-07
32607,24445.525,-1.749748e-07
32608,24445.6,-8.994789e-08
32609,24445.675,-3.270028e-09
32610,24445.75,4.618385e-08
32611,24445.825,1.488921e-07
32612,24445.9,2.902092e-07
32613,24445.975,3.545811e-07
32614,24446.05,4.261641e-07
32615,24446.125,4.840057e-07
32616,24446.2,4.743657e-07
32617,24446.275,4.34687e-07
32618,24446.35,3.614865e-07
32619,24446.425,2.691307e-07
32620,24446.5,1.653964e-07
32621,24446.575,8.781425e-08
32622,24446.65,-7.90372e-09
32623,24446.725,-6.053134e-08
32624,24446.8,-1.046807e-07
32625,24446.875,-9.125905e-08
32626,24446.95,-1.353389e-07
32627,24447.025,-1.079023e-07
32628,24447.1,-1.057606e-07
32629,24447.175,-9.813747e-08
32630,24447.25,-8.778747e-08
32631,24447.325,-8.423105e-08
32632,24447.4,-4.705214e-08
32633,24447.475,-4.093883e-08
32634,24447.55,-6.244936e-08
32635,24447.625,2.217636e-08
