,FREQUENCY,GAMMA
36314,24723.55,1.003032e-08
36315,24723.625,-1.57043e-08
36316,24723.7,-2.116697e-08
36317,24723.775,-2.786883e-08
36318,24723.85,-1.328176e-08
36319,24723.925,-8.883962e-08
36320,24724.0,-7.604114e-08
36321,24724.075,-6.095979e-08
36322,24724.15,-4.559394e-08
36323,24724.225,-4.133699e-08
36324,24724.3,-3.781822e-08
36325,24724.375,-3.46318e-08
36326,24724.45,-5.269769e-08
36327,24724.525,-1.934232e-09
36328,24724.6,1.225594e-08
36329,24724.675,6.306037e-08
36330,24724.75,3.061682e-08
36331,24724.825,6.540114e-08
36332,24724.9,1.0995e-07
36333,24724.975,9.918826e-08
36334,24725.05,1.512636e-07
36335,24725.125,1.089888e-07
36336,24725.2,4.640583e-08
36337,24725.275,6.920685e-08
36338,24725.35,7.556654e-09
36339,24725.425,-2.206265e-08
36340,24725.5,-4.915896e-08
36341,24725.575,-4.938841e-08
36342,24725.65,-9.740321e-08
36343,24725.725,-7.503393e-08
36344,24725.8,-7.173833e-08
36345,24725.875,-1.336078e-08
36346,24725.95,-1.66416e-08
36347,24726.025,-2.746306e-08
36348,24726.1,-2.640902e-08
36349,24726.175,2.796154e-08
36350,24726.25,4.012095e-08
36351,24726.325,-7.708946e-09
36352,24726.4,1.530497e-08
36353,24726.475,-4.726548e-08
