,FREQUENCY,GAMMA
32394,24429.55,-3.230451e-08
32395,24429.625,-1.453622e-08
32396,24429.7,-2.335855e-08
32397,24429.775,-9.086635e-10
32398,24429.85,-2.834417e-08
32399,24429.925,-1.551978e-08
32400,24430.0,-4.762659e-08
32401,24430.075,-5.050291e-08
32402,24430.15,-5.380639e-08
32403,24430.225,-1.022162e-07
32404,24430.3,-9.901113e-08
32405,24430.375,-1.031979e-07
32406,24430.45,-1.379351e-07
32407,24430.525,-1.148088e-07
32408,24430.6,-1.176149e-07
32409,24430.675,-4.22322e-08
32410,24430.75,-3.301792e-08
32411,24430.825,5.195123e-08
32412,24430.9,1.016989e-07
32413,24430.975,1.5278e-07
32414,24431.05,1.837573e-07
32415,24431.125,1.604613e-07
32416,24431.2,9.940137e-08
32417,24431.275,9.547558e-09
32418,24431.35,3.457555e-08
32419,24431.425,-4.969069e-09
32420,24431.5,2.517559e-08
32421,24431.575,-5.182896e-08
32422,24431.65,-5.582635e-08
32423,24431.725,-3.562692e-08
32424,24431.8,-1.890529e-08
32425,24431.875,-6.045421e-08
32426,24431.95,-2.979821e-08
32427,24432.025,-3.251451e-08
32428,24432.1,-4.436157e-08
32429,24432.175,-6.226512e-08
32430,24432.25,-1.991035e-08
32431,24432.325,-5.585434e-08
32432,24432.4,-4.82453e-08
32433,24432.475,-2.115989e-08
