,FREQUENCY,GAMMA
27248,24043.6,-5.16774e-09
27249,24043.675,2.073849e-08
27250,24043.75,-3.990708e-08
27251,24043.825,-2.943892e-08
27252,24043.9,-2.330667e-08
27253,24043.975,-4.626461e-08
27254,24044.05,-8.867587e-09
27255,24044.125,-8.874053e-08
27256,24044.2,-6.180165e-08
27257,24044.275,-5.999773e-08
27258,24044.35,-6.634441e-08
27259,24044.425,-8.250328e-08
27260,24044.5,-5.427929e-08
27261,24044.575,-5.003804e-08
27262,24044.65,-1.156112e-09
27263,24044.725,1.819269e-08
27264,24044.8,7.03456e-08
27265,24044.875,1.287261e-07
27266,24044.95,2.180159e-07
27267,24045.025,2.560144e-07
27268,24045.1,2.867449e-07
27269,24045.175,2.404367e-07
27270,24045.25,2.043911e-07
27271,24045.325,2.078404e-07
27272,24045.4,1.417918e-07
27273,24045.475,7.154714e-08
27274,24045.55,5.606936e-08
27275,24045.625,3.965552e-08
27276,24045.7,3.305187e-09
27277,24045.775,1.232814e-08
27278,24045.85,4.674425e-09
27279,24045.925,2.131458e-08
27280,24046.0,2.84264e-08
27281,24046.075,-4.409266e-09
27282,24046.15,4.198547e-08
27283,24046.225,3.330073e-08
27284,24046.3,3.361733e-08
27285,24046.375,9.310681e-08
27286,24046.45,7.660078e-08
27287,24046.525,1.255476e-07
