,FREQUENCY,GAMMA
31651,24373.825,-7.821109e-08
31652,24373.9,-5.278189e-08
31653,24373.975,-6.621386e-08
31654,24374.05,-1.228683e-07
31655,24374.125,-9.612446e-08
31656,24374.2,-7.889265e-08
31657,24374.275,-1.250348e-07
31658,24374.35,-1.326871e-07
31659,24374.425,-7.414465e-08
31660,24374.5,-1.198738e-07
31661,24374.575,-8.246821e-08
31662,24374.65,-9.446827e-08
31663,24374.725,-3.495052e-08
31664,24374.8,-1.063316e-07
31665,24374.875,1.184229e-08
31666,24374.95,2.607527e-09
31667,24375.025,1.689978e-08
31668,24375.1,7.62746e-08
31669,24375.175,8.603559e-08
31670,24375.25,1.548016e-07
31671,24375.325,2.084159e-07
31672,24375.4,1.458113e-07
31673,24375.475,1.312285e-07
31674,24375.55,9.119522e-08
31675,24375.625,1.419233e-08
31676,24375.7,-5.639634e-08
31677,24375.775,-9.647868e-08
31678,24375.85,-7.734425e-08
31679,24375.925,-1.15299e-07
31680,24376.0,-1.484646e-07
31681,24376.075,-1.583155e-07
31682,24376.15,-8.871024e-08
31683,24376.225,-8.248878e-08
31684,24376.3,-1.034433e-07
31685,24376.375,-1.059697e-07
31686,24376.45,-6.277085e-08
31687,24376.525,-7.408699e-08
31688,24376.6,-9.138418e-08
31689,24376.675,-4.828231e-08
31690,24376.75,-6.463547e-08
