,FREQUENCY,GAMMA
15339,23150.425,1.009711e-07
15340,23150.5,9.33936e-08
15341,23150.575,9.408045e-08
15342,23150.65,7.496831e-08
15343,23150.725,4.86827e-08
15344,23150.8,5.598168e-08
15345,23150.875,3.763452e-08
15346,23150.95,3.27239e-08
15347,23151.025,5.429519e-08
15348,23151.1,2.198212e-08
15349,23151.175,3.987918e-08
15350,23151.25,4.710922e-08
15351,23151.325,8.174778e-08
15352,23151.4,5.044436e-08
15353,23151.475,1.196294e-07
15354,23151.55,1.106026e-07
15355,23151.625,1.474446e-07
15356,23151.7,1.970236e-07
15357,23151.775,2.083651e-07
15358,23151.85,2.618129e-07
15359,23151.925,2.752121e-07
15360,23152.0,2.52533e-07
15361,23152.075,2.074367e-07
15362,23152.15,2.035884e-07
15363,23152.225,1.445256e-07
15364,23152.3,1.730515e-07
15365,23152.375,1.560836e-07
15366,23152.45,1.204368e-07
15367,23152.525,1.146526e-07
15368,23152.6,9.657641e-08
15369,23152.675,1.023599e-07
15370,23152.75,1.137146e-07
15371,23152.825,1.093433e-07
15372,23152.9,7.066465e-08
15373,23152.975,1.406504e-07
15374,23153.05,1.174395e-07
15375,23153.125,1.147217e-07
15376,23153.2,8.628539e-08
15377,23153.275,8.778671e-08
15378,23153.35,1.205637e-07
