,FREQUENCY,GAMMA
553,22041.475,-1.99001e-08
554,22041.55,-3.794288e-08
555,22041.625,-3.586032e-08
556,22041.7,-2.097973e-08
557,22041.775,-4.860296e-08
558,22041.85,-7.492154e-08
559,22041.925,-3.410593e-08
560,22042.0,-9.283019e-08
561,22042.075,-4.515372e-08
562,22042.15,-4.730358e-08
563,22042.225,-3.570754e-08
564,22042.3,-1.84151e-08
565,22042.375,7.884747e-09
566,22042.45,5.275325e-08
567,22042.525,7.021173e-08
568,22042.6,1.240495e-07
569,22042.675,1.179918e-07
570,22042.75,1.786111e-07
571,22042.825,2.146071e-07
572,22042.9,2.28012e-07
573,22042.975,2.286336e-07
574,22043.05,1.756097e-07
575,22043.125,1.151327e-07
576,22043.2,5.328324e-08
577,22043.275,2.531963e-08
578,22043.35,-1.840782e-08
579,22043.425,-6.947929e-08
580,22043.5,-1.166735e-07
581,22043.575,-1.037424e-07
582,22043.65,-1.394031e-07
583,22043.725,-1.475258e-07
584,22043.8,-1.184277e-07
585,22043.875,-1.675847e-07
586,22043.95,-1.416192e-07
587,22044.025,-1.191636e-07
588,22044.1,-1.072966e-07
589,22044.175,-1.202834e-07
590,22044.25,-7.993429e-08
591,22044.325,-6.628901e-08
592,22044.4,-1.238356e-07
