,FREQUENCY,GAMMA
22941,23720.575,4.194654e-08
22942,23720.65,-1.335803e-10
22943,23720.725,8.150673e-09
22944,23720.8,-2.080045e-08
22945,23720.875,-1.694768e-08
22946,23720.95,-6.037401e-08
22947,23721.025,-5.072378e-08
22948,23721.1,-8.173726e-08
22949,23721.175,-9.643009e-08
22950,23721.25,-1.526028e-07
22951,23721.325,-1.143211e-07
22952,23721.4,-1.44522e-07
22953,23721.475,-1.587974e-07
22954,23721.55,-1.322132e-07
22955,23721.625,-1.087726e-07
22956,23721.7,-6.868049e-08
22957,23721.775,-3.254437e-09
22958,23721.85,4.765853e-08
22959,23721.925,1.323616e-07
22960,23722.0,1.91382e-07
22961,23722.075,1.875614e-07
22962,23722.15,1.885823e-07
22963,23722.225,1.620111e-07
22964,23722.3,1.417125e-07
22965,23722.375,7.467403e-08
22966,23722.45,5.036732e-08
22967,23722.525,2.022694e-08
22968,23722.6,2.513117e-09
22969,23722.675,2.161944e-08
22970,23722.75,-3.345017e-08
22971,23722.825,-3.484266e-08
22972,23722.9,-2.294423e-08
22973,23722.975,-1.395156e-08
22974,23723.05,-3.059325e-08
22975,23723.125,-2.950477e-08
22976,23723.2,-4.05316e-08
22977,23723.275,2.509308e-08
22978,23723.35,-1.042329e-08
22979,23723.425,-1.779561e-09
22980,23723.5,3.530824e-08
