,FREQUENCY,GAMMA
36946,24770.95,1.500816e-07
36947,24771.025,1.633752e-07
36948,24771.1,1.926711e-07
36949,24771.175,1.653263e-07
36950,24771.25,1.393134e-07
36951,24771.325,1.451277e-07
36952,24771.4,1.402741e-07
36953,24771.475,1.267225e-07
36954,24771.55,1.086128e-07
36955,24771.625,1.171138e-07
36956,24771.7,1.476158e-07
36957,24771.775,1.601164e-07
36958,24771.85,1.947349e-07
36959,24771.925,1.897075e-07
36960,24772.0,2.582361e-07
36961,24772.075,3.578719e-07
36962,24772.15,3.701957e-07
36963,24772.225,3.715876e-07
36964,24772.3,3.962851e-07
36965,24772.375,4.227743e-07
36966,24772.45,4.45489e-07
36967,24772.525,3.490205e-07
36968,24772.6,3.368417e-07
36969,24772.675,3.443465e-07
36970,24772.75,2.721726e-07
36971,24772.825,2.336968e-07
36972,24772.9,1.792281e-07
36973,24772.975,1.371322e-07
36974,24773.05,1.810127e-07
36975,24773.125,1.785989e-07
36976,24773.2,1.657449e-07
36977,24773.275,1.6266e-07
36978,24773.35,2.174964e-07
36979,24773.425,1.450685e-07
36980,24773.5,1.884613e-07
36981,24773.575,2.192177e-07
36982,24773.65,1.751951e-07
36983,24773.725,2.902461e-07
36984,24773.8,2.734712e-07
36985,24773.875,2.957734e-07
