,FREQUENCY,GAMMA
2214,22166.05,4.54306e-07
2215,22166.125,4.293443e-07
2216,22166.2,4.201957e-07
2217,22166.275,4.518146e-07
2218,22166.35,4.372518e-07
2219,22166.425,4.634788e-07
2220,22166.5,4.316344e-07
2221,22166.575,4.417613e-07
2222,22166.65,4.151178e-07
2223,22166.725,4.624473e-07
2224,22166.8,4.633705e-07
2225,22166.875,4.587934e-07
2226,22166.95,4.16689e-07
2227,22167.025,4.653914e-07
2228,22167.1,4.421657e-07
2229,22167.175,4.483295e-07
2230,22167.25,4.378606e-07
2231,22167.325,4.466426e-07
2232,22167.4,4.093839e-07
2233,22167.475,4.815798e-07
2234,22167.55,4.661138e-07
2235,22167.625,4.981744e-07
2236,22167.7,5.062948e-07
2237,22167.775,5.123256e-07
2238,22167.85,5.14393e-07
2239,22167.925,5.499763e-07
2240,22168.0,5.396254e-07
2241,22168.075,5.425337e-07
2242,22168.15,5.815224e-07
2243,22168.225,5.819857e-07
2244,22168.3,5.968592e-07
2245,22168.375,5.854097e-07
2246,22168.45,6.058675e-07
2247,22168.525,6.035303e-07
2248,22168.6,6.249822e-07
2249,22168.675,5.965425e-07
2250,22168.75,5.768542e-07
2251,22168.825,6.130707e-07
2252,22168.9,5.698995e-07
2253,22168.975,5.662691e-07
