,FREQUENCY,GAMMA
64,22004.8,4.506913e-07
65,22004.875,4.549557e-07
66,22004.95,4.562172e-07
67,22005.025,4.179578e-07
68,22005.1,4.184196e-07
69,22005.175,4.253068e-07
70,22005.25,3.724014e-07
71,22005.325,4.507581e-07
72,22005.4,4.067421e-07
73,22005.475,4.290135e-07
74,22005.55,3.851068e-07
75,22005.625,3.812457e-07
76,22005.7,3.668521e-07
77,22005.775,4.026169e-07
78,22005.85,4.088135e-07
79,22005.925,3.527086e-07
80,22006.0,3.646276e-07
81,22006.075,3.497361e-07
82,22006.15,3.701702e-07
83,22006.225,3.682803e-07
84,22006.3,3.906383e-07
85,22006.375,3.65172e-07
86,22006.45,3.754258e-07
87,22006.525,3.755742e-07
88,22006.6,3.81214e-07
89,22006.675,3.3474e-07
90,22006.75,3.516916e-07
91,22006.825,3.219446e-07
92,22006.9,3.470593e-07
93,22006.975,3.22141e-07
94,22007.05,3.664083e-07
95,22007.125,3.61852e-07
96,22007.2,3.233576e-07
97,22007.275,3.261209e-07
98,22007.35,3.217192e-07
99,22007.425,2.959046e-07
100,22007.5,3.12066e-07
101,22007.575,3.210602e-07
102,22007.65,3.302035e-07
103,22007.725,3.252774e-07
