,FREQUENCY,GAMMA
1938,22145.35,1.882605e-07
1939,22145.425,1.692663e-07
1940,22145.5,2.004638e-07
1941,22145.575,1.857555e-07
1942,22145.65,1.68301e-07
1943,22145.725,1.726412e-07
1944,22145.8,1.93629e-07
1945,22145.875,1.900966e-07
1946,22145.95,2.178725e-07
1947,22146.025,1.477849e-07
1948,22146.1,1.648713e-07
1949,22146.175,1.812847e-07
1950,22146.25,1.559188e-07
1951,22146.325,1.387948e-07
1952,22146.4,1.905097e-07
1953,22146.475,2.054808e-07
1954,22146.55,1.412609e-07
1955,22146.625,1.423782e-07
1956,22146.7,1.474618e-07
1957,22146.775,1.55075e-07
1958,22146.85,1.392071e-07
1959,22146.925,1.724952e-07
1960,22147.0,1.708007e-07
1961,22147.075,1.559037e-07
1962,22147.15,1.676318e-07
1963,22147.225,1.344306e-07
1964,22147.3,1.420002e-07
1965,22147.375,1.834926e-07
1966,22147.45,1.796743e-07
1967,22147.525,1.853443e-07
1968,22147.6,1.785664e-07
1969,22147.675,1.908033e-07
1970,22147.75,2.049776e-07
1971,22147.825,1.797509e-07
1972,22147.9,1.988218e-07
1973,22147.975,2.433456e-07
1974,22148.05,2.006635e-07
1975,22148.125,2.015551e-07
1976,22148.2,2.124288e-07
1977,22148.275,2.324432e-07
