,FREQUENCY,GAMMA
2533,22189.975,6.049092e-07
2534,22190.05,6.438613e-07
2535,22190.125,6.534698e-07
2536,22190.2,6.212081e-07
2537,22190.275,6.839462e-07
2538,22190.35,6.266008e-07
2539,22190.425,6.88235e-07
2540,22190.5,6.40672e-07
2541,22190.575,6.617145e-07
2542,22190.65,6.666325e-07
2543,22190.725,6.640237e-07
2544,22190.8,6.686763e-07
2545,22190.875,6.564293e-07
2546,22190.95,6.839721e-07
2547,22191.025,6.633733e-07
2548,22191.1,6.620997e-07
2549,22191.175,6.658797e-07
2550,22191.25,6.663017e-07
2551,22191.325,6.685003e-07
2552,22191.4,6.623889e-07
2553,22191.475,6.337953e-07
2554,22191.55,6.819742e-07
2555,22191.625,6.671835e-07
2556,22191.7,6.986951e-07
2557,22191.775,6.617883e-07
2558,22191.85,6.949332e-07
2559,22191.925,6.378616e-07
2560,22192.0,6.298674e-07
2561,22192.075,6.802107e-07
2562,22192.15,6.678861e-07
2563,22192.225,6.477154e-07
2564,22192.3,6.554127e-07
2565,22192.375,6.316736e-07
2566,22192.45,5.708147e-07
2567,22192.525,6.329696e-07
2568,22192.6,5.673711e-07
2569,22192.675,5.412766e-07
2570,22192.75,5.255772e-07
2571,22192.825,5.246039e-07
2572,22192.9,5.26361e-07
