,FREQUENCY,GAMMA
5089,22381.675,2.104805e-08
5090,22381.75,5.393856e-09
5091,22381.825,4.042496e-08
5092,22381.9,-1.385374e-08
5093,22381.975,-1.725901e-08
5094,22382.05,-2.369388e-08
5095,22382.125,-4.197173e-10
5096,22382.2,5.237841e-09
5097,22382.275,-5.326944e-08
5098,22382.35,5.945652e-08
5099,22382.425,4.003146e-08
5100,22382.5,1.311761e-08
5101,22382.575,4.263563e-08
5102,22382.65,3.500469e-08
5103,22382.725,2.813275e-08
5104,22382.8,4.90043e-08
5105,22382.875,-1.023943e-08
5106,22382.95,5.399625e-08
5107,22383.025,5.615223e-08
5108,22383.1,3.476532e-08
5109,22383.175,4.309328e-08
5110,22383.25,5.383721e-09
5111,22383.325,2.555345e-08
5112,22383.4,4.075145e-08
5113,22383.475,-1.941266e-08
5114,22383.55,-1.133361e-08
5115,22383.625,-5.946907e-08
5116,22383.7,-7.152474e-09
5117,22383.775,-1.260018e-09
5118,22383.85,-1.642155e-08
5119,22383.925,-3.775949e-08
5120,22384.0,-2.826937e-08
5121,22384.075,2.633773e-09
5122,22384.15,9.92892e-10
5123,22384.225,-3.796687e-08
5124,22384.3,1.773764e-09
5125,22384.375,3.739478e-08
5126,22384.45,-1.097981e-08
5127,22384.525,2.933279e-08
5128,22384.6,9.209159e-10
