,FREQUENCY,GAMMA
2297,22172.275,3.038222e-07
2298,22172.35,3.391387e-07
2299,22172.425,2.526368e-07
2300,22172.5,2.78873e-07
2301,22172.575,2.582946e-07
2302,22172.65,2.653737e-07
2303,22172.725,2.730931e-07
2304,22172.8,2.964352e-07
2305,22172.875,2.896524e-07
2306,22172.95,2.826759e-07
2307,22173.025,2.681116e-07
2308,22173.1,2.868473e-07
2309,22173.175,2.795815e-07
2310,22173.25,2.219284e-07
2311,22173.325,2.754434e-07
2312,22173.4,2.681884e-07
2313,22173.475,2.698959e-07
2314,22173.55,2.751033e-07
2315,22173.625,2.598714e-07
2316,22173.7,2.335514e-07
2317,22173.775,2.545992e-07
2318,22173.85,2.038748e-07
2319,22173.925,2.224623e-07
2320,22174.0,2.523835e-07
2321,22174.075,2.031692e-07
2322,22174.15,2.213726e-07
2323,22174.225,1.890634e-07
2324,22174.3,1.937687e-07
2325,22174.375,2.078748e-07
2326,22174.45,1.66923e-07
2327,22174.525,1.574809e-07
2328,22174.6,1.820959e-07
2329,22174.675,1.399738e-07
2330,22174.75,1.578317e-07
2331,22174.825,1.542071e-07
2332,22174.9,1.446846e-07
2333,22174.975,1.427066e-07
2334,22175.05,1.153248e-07
2335,22175.125,9.825293e-08
2336,22175.2,1.393301e-07
