,FREQUENCY,GAMMA
2475,22185.625,2.100475e-07
2476,22185.7,2.536833e-07
2477,22185.775,2.84701e-07
2478,22185.85,3.655202e-07
2479,22185.925,4.087417e-07
2480,22186.0,4.175389e-07
2481,22186.075,4.371472e-07
2482,22186.15,4.814619e-07
2483,22186.225,5.243027e-07
2484,22186.3,5.411661e-07
2485,22186.375,5.887602e-07
2486,22186.45,6.081789e-07
2487,22186.525,6.121313e-07
2488,22186.6,6.383974e-07
2489,22186.675,6.598556e-07
2490,22186.75,6.449532e-07
2491,22186.825,6.641829e-07
2492,22186.9,6.779062e-07
2493,22186.975,6.532974e-07
2494,22187.05,6.535104e-07
2495,22187.125,6.827338e-07
2496,22187.2,6.680979e-07
2497,22187.275,6.681769e-07
2498,22187.35,6.64657e-07
2499,22187.425,6.38343e-07
2500,22187.5,6.084421e-07
2501,22187.575,5.93545e-07
2502,22187.65,6.208323e-07
2503,22187.725,5.965022e-07
2504,22187.8,6.014358e-07
2505,22187.875,6.2467e-07
2506,22187.95,6.063284e-07
2507,22188.025,6.015709e-07
2508,22188.1,6.081335e-07
2509,22188.175,6.029843e-07
2510,22188.25,6.308652e-07
2511,22188.325,5.97242e-07
2512,22188.4,6.093343e-07
2513,22188.475,6.385377e-07
2514,22188.55,6.140534e-07
