,FREQUENCY,GAMMA
5172,22387.9,-3.741078e-08
5173,22387.975,-6.326602e-08
5174,22388.05,-2.723306e-08
5175,22388.125,-1.24087e-08
5176,22388.2,-2.915074e-08
5177,22388.275,-4.268544e-08
5178,22388.35,-3.816066e-08
5179,22388.425,1.105458e-08
5180,22388.5,-2.33907e-08
5181,22388.575,-3.38099e-08
5182,22388.65,9.378215e-09
5183,22388.725,-2.976196e-08
5184,22388.8,1.583567e-08
5185,22388.875,-2.302143e-09
5186,22388.95,-1.112585e-08
5187,22389.025,-3.404913e-08
5188,22389.1,-1.942626e-08
5189,22389.175,-3.10902e-08
5190,22389.25,-1.738109e-08
5191,22389.325,-2.414331e-08
5192,22389.4,-2.966022e-08
5193,22389.475,-3.3581e-08
5194,22389.55,-3.894107e-08
5195,22389.625,-2.072021e-08
5196,22389.7,-2.471209e-08
5197,22389.775,-2.413072e-08
5198,22389.85,-2.315871e-08
5199,22389.925,-1.591449e-09
5200,22390.0,2.327124e-08
5201,22390.075,-2.259735e-08
5202,22390.15,1.52172e-08
5203,22390.225,7.533857e-09
5204,22390.3,-2.988549e-08
5205,22390.375,-5.022008e-09
5206,22390.45,-4.366866e-10
5207,22390.525,-3.849435e-08
5208,22390.6,-4.869177e-09
5209,22390.675,8.412374e-09
5210,22390.75,-1.436957e-08
5211,22390.825,-3.625297e-08
