,FREQUENCY,GAMMA
2174,22163.05,3.76409e-07
2175,22163.125,3.636552e-07
2176,22163.2,3.745316e-07
2177,22163.275,4.054428e-07
2178,22163.35,3.875228e-07
2179,22163.425,4.283417e-07
2180,22163.5,3.881736e-07
2181,22163.575,4.457406e-07
2182,22163.65,4.544075e-07
2183,22163.725,5.023349e-07
2184,22163.8,4.889357e-07
2185,22163.875,4.911676e-07
2186,22163.95,5.759258e-07
2187,22164.025,5.848031e-07
2188,22164.1,5.471966e-07
2189,22164.175,6.097499e-07
2190,22164.25,5.890901e-07
2191,22164.325,6.100029e-07
2192,22164.4,6.104166e-07
2193,22164.475,6.14351e-07
2194,22164.55,6.184627e-07
2195,22164.625,6.057763e-07
2196,22164.7,5.859305e-07
2197,22164.775,5.649857e-07
2198,22164.85,5.548606e-07
2199,22164.925,5.154535e-07
2200,22165.0,5.24736e-07
2201,22165.075,5.271971e-07
2202,22165.15,5.053029e-07
2203,22165.225,4.832405e-07
2204,22165.3,4.583373e-07
2205,22165.375,4.445728e-07
2206,22165.45,4.594734e-07
2207,22165.525,4.173217e-07
2208,22165.6,4.499234e-07
2209,22165.675,4.82961e-07
2210,22165.75,4.039795e-07
2211,22165.825,4.155051e-07
2212,22165.9,4.54342e-07
2213,22165.975,4.35405e-07
