,FREQUENCY,GAMMA
1281,22096.075,9.494916e-07
1282,22096.15,9.289128e-07
1283,22096.225,9.204162e-07
1284,22096.3,9.46737e-07
1285,22096.375,9.012356e-07
1286,22096.45,9.213724e-07
1287,22096.525,9.221451e-07
1288,22096.6,8.81279e-07
1289,22096.675,8.898888e-07
1290,22096.75,9.035927e-07
1291,22096.825,9.266694e-07
1292,22096.9,9.137884e-07
1293,22096.975,9.377509e-07
1294,22097.05,9.003158e-07
1295,22097.125,8.994851e-07
1296,22097.2,9.319585e-07
1297,22097.275,9.285775e-07
1298,22097.35,9.504243e-07
1299,22097.425,9.203258e-07
1300,22097.5,9.478693e-07
1301,22097.575,9.028713e-07
1302,22097.65,8.809971e-07
1303,22097.725,9.388425e-07
1304,22097.8,9.27214e-07
1305,22097.875,9.108473e-07
1306,22097.95,8.916471e-07
1307,22098.025,8.680058e-07
1308,22098.1,8.668329e-07
1309,22098.175,8.75832e-07
1310,22098.25,8.581989e-07
1311,22098.325,8.941991e-07
1312,22098.4,8.771375e-07
1313,22098.475,8.726455e-07
1314,22098.55,8.504963e-07
1315,22098.625,8.600332e-07
1316,22098.7,8.980419e-07
1317,22098.775,8.558718e-07
1318,22098.85,8.83461e-07
1319,22098.925,8.596065e-07
1320,22099.0,8.536573e-07
