,FREQUENCY,GAMMA
771,22057.825,6.499036e-07
772,22057.9,6.737589e-07
773,22057.975,6.311635e-07
774,22058.05,6.450851e-07
775,22058.125,6.909867e-07
776,22058.2,6.428148e-07
777,22058.275,6.556217e-07
778,22058.35,6.57392e-07
779,22058.425,6.446916e-07
780,22058.5,6.235842e-07
781,22058.575,6.848119e-07
782,22058.65,6.755601e-07
783,22058.725,6.322977e-07
784,22058.8,6.742763e-07
785,22058.875,6.586587e-07
786,22058.95,6.577996e-07
787,22059.025,6.508596e-07
788,22059.1,6.310861e-07
789,22059.175,6.55628e-07
790,22059.25,6.479106e-07
791,22059.325,6.468359e-07
792,22059.4,6.132588e-07
793,22059.475,6.158609e-07
794,22059.55,6.317896e-07
795,22059.625,6.537169e-07
796,22059.7,6.667081e-07
797,22059.775,6.206912e-07
798,22059.85,6.352992e-07
799,22059.925,6.11703e-07
800,22060.0,5.960697e-07
801,22060.075,5.831772e-07
802,22060.15,6.024435e-07
803,22060.225,5.26666e-07
804,22060.3,5.899666e-07
805,22060.375,5.263709e-07
806,22060.45,5.211624e-07
807,22060.525,5.42404e-07
808,22060.6,5.533004e-07
809,22060.675,5.54883e-07
810,22060.75,5.198561e-07
