,FREQUENCY,GAMMA
378,22028.35,3.130832e-07
379,22028.425,2.922955e-07
380,22028.5,3.257018e-07
381,22028.575,3.426306e-07
382,22028.65,3.17021e-07
383,22028.725,3.624917e-07
384,22028.8,3.494356e-07
385,22028.875,3.207048e-07
386,22028.95,3.281769e-07
387,22029.025,3.116338e-07
388,22029.1,3.484019e-07
389,22029.175,3.29157e-07
390,22029.25,3.756914e-07
391,22029.325,3.718275e-07
392,22029.4,3.670269e-07
393,22029.475,3.694932e-07
394,22029.55,3.626321e-07
395,22029.625,3.99191e-07
396,22029.7,3.686654e-07
397,22029.775,3.576453e-07
398,22029.85,3.835501e-07
399,22029.925,3.9928e-07
400,22030.0,4.008603e-07
401,22030.075,3.66366e-07
402,22030.15,3.545931e-07
403,22030.225,4.031668e-07
404,22030.3,3.796146e-07
405,22030.375,3.984355e-07
406,22030.45,3.900437e-07
407,22030.525,3.991436e-07
408,22030.6,3.885658e-07
409,22030.675,3.879415e-07
410,22030.75,3.985009e-07
411,22030.825,4.08221e-07
412,22030.9,4.133079e-07
413,22030.975,3.744781e-07
414,22031.05,3.765544e-07
415,22031.125,4.194763e-07
416,22031.2,3.581937e-07
417,22031.275,3.931946e-07
