,FREQUENCY,GAMMA
2030,22152.25,2.190353e-07
2031,22152.325,2.133094e-07
2032,22152.4,2.136243e-07
2033,22152.475,1.929975e-07
2034,22152.55,2.457132e-07
2035,22152.625,2.195425e-07
2036,22152.7,1.829907e-07
2037,22152.775,2.272692e-07
2038,22152.85,2.357448e-07
2039,22152.925,2.114663e-07
2040,22153.0,1.994992e-07
2041,22153.075,2.023002e-07
2042,22153.15,2.010548e-07
2043,22153.225,2.497334e-07
2044,22153.3,1.928306e-07
2045,22153.375,1.957046e-07
2046,22153.45,1.883678e-07
2047,22153.525,1.876575e-07
2048,22153.6,1.905109e-07
2049,22153.675,1.84919e-07
2050,22153.75,2.070386e-07
2051,22153.825,2.189293e-07
2052,22153.9,1.776309e-07
2053,22153.975,2.130898e-07
2054,22154.05,1.797073e-07
2055,22154.125,1.591363e-07
2056,22154.2,1.502354e-07
2057,22154.275,1.83062e-07
2058,22154.35,2.069725e-07
2059,22154.425,1.966754e-07
2060,22154.5,1.716313e-07
2061,22154.575,1.807934e-07
2062,22154.65,1.842314e-07
2063,22154.725,1.656021e-07
2064,22154.8,1.874907e-07
2065,22154.875,1.940178e-07
2066,22154.95,1.580023e-07
2067,22155.025,1.919419e-07
2068,22155.1,2.504544e-07
2069,22155.175,2.229339e-07
