,FREQUENCY,GAMMA
5374,22403.05,-4.858713e-09
5375,22403.125,-2.172136e-09
5376,22403.2,4.414523e-10
5377,22403.275,5.56653e-12
5378,22403.35,-6.013046e-09
5379,22403.425,1.194568e-08
5380,22403.5,-2.414994e-08
5381,22403.575,-1.068607e-08
5382,22403.65,-9.800176e-09
5383,22403.725,1.923668e-08
5384,22403.8,3.09634e-09
5385,22403.875,3.483115e-08
5386,22403.95,5.816475e-09
5387,22404.025,-4.095451e-08
5388,22404.1,-1.59317e-08
5389,22404.175,2.598247e-08
5390,22404.25,3.119875e-08
5391,22404.325,-5.120056e-09
5392,22404.4,-8.835567e-09
5393,22404.475,-5.084243e-09
5394,22404.55,2.739513e-08
5395,22404.625,2.679703e-08
5396,22404.7,2.662221e-08
5397,22404.775,4.190214e-08
5398,22404.85,4.070541e-08
5399,22404.925,2.929371e-08
5400,22405.0,-1.837616e-09
5401,22405.075,2.951873e-08
5402,22405.15,-1.766182e-08
5403,22405.225,5.777382e-09
5404,22405.3,2.550634e-08
5405,22405.375,-5.40775e-09
5406,22405.45,-5.207281e-08
5407,22405.525,-1.904708e-08
5408,22405.6,3.059875e-08
5409,22405.675,3.396593e-08
5410,22405.75,-2.328809e-08
5411,22405.825,5.168204e-08
5412,22405.9,3.744022e-08
5413,22405.975,3.991768e-08
