,FREQUENCY,GAMMA
2651,22198.825,3.196364e-07
2652,22198.9,3.111541e-07
2653,22198.975,2.858061e-07
2654,22199.05,2.673278e-07
2655,22199.125,2.547136e-07
2656,22199.2,2.822351e-07
2657,22199.275,2.767464e-07
2658,22199.35,3.000628e-07
2659,22199.425,2.72907e-07
2660,22199.5,2.239695e-07
2661,22199.575,2.681717e-07
2662,22199.65,2.42862e-07
2663,22199.725,2.604058e-07
2664,22199.8,2.355425e-07
2665,22199.875,2.514223e-07
2666,22199.95,2.60064e-07
2667,22200.025,2.618169e-07
2668,22200.1,2.566133e-07
2669,22200.175,2.698229e-07
2670,22200.25,2.796076e-07
2671,22200.325,2.444714e-07
2672,22200.4,2.206116e-07
2673,22200.475,2.367607e-07
2674,22200.55,2.262926e-07
2675,22200.625,2.284618e-07
2676,22200.7,2.202086e-07
2677,22200.775,2.287491e-07
2678,22200.85,2.363289e-07
2679,22200.925,2.335311e-07
2680,22201.0,1.941157e-07
2681,22201.075,2.05027e-07
2682,22201.15,1.865199e-07
2683,22201.225,1.829333e-07
2684,22201.3,1.91436e-07
2685,22201.375,1.499309e-07
2686,22201.45,1.614764e-07
2687,22201.525,1.827931e-07
2688,22201.6,1.250833e-07
2689,22201.675,1.432377e-07
2690,22201.75,8.491355e-08
