,FREQUENCY,GAMMA
1041,22078.075,9.139088e-08
1042,22078.15,7.824606e-08
1043,22078.225,1.159686e-07
1044,22078.3,9.727707e-08
1045,22078.375,9.086987e-08
1046,22078.45,8.642919e-08
1047,22078.525,8.416852e-08
1048,22078.6,1.041729e-07
1049,22078.675,9.307532e-08
1050,22078.75,1.123501e-07
1051,22078.825,3.881978e-08
1052,22078.9,8.952675e-08
1053,22078.975,8.77976e-08
1054,22079.05,9.987662e-08
1055,22079.125,1.092656e-07
1056,22079.2,9.475433e-08
1057,22079.275,1.00867e-07
1058,22079.35,7.190693e-08
1059,22079.425,7.186887e-08
1060,22079.5,8.051141e-08
1061,22079.575,5.004225e-08
1062,22079.65,4.463284e-08
1063,22079.725,7.004155e-08
1064,22079.8,7.846666e-08
1065,22079.875,5.407128e-08
1066,22079.95,9.08131e-08
1067,22080.025,1.009438e-07
1068,22080.1,6.9879e-08
1069,22080.175,1.084662e-07
1070,22080.25,1.082674e-07
1071,22080.325,1.322808e-07
1072,22080.4,1.640427e-07
1073,22080.475,1.672312e-07
1074,22080.55,1.554139e-07
1075,22080.625,1.667208e-07
1076,22080.7,1.833915e-07
1077,22080.775,2.131015e-07
1078,22080.85,1.434299e-07
1079,22080.925,2.148803e-07
1080,22081.0,2.206544e-07
