,FREQUENCY,GAMMA
2092,22156.9,2.128499e-07
2093,22156.975,2.025431e-07
2094,22157.05,2.481084e-07
2095,22157.125,2.714699e-07
2096,22157.2,2.600202e-07
2097,22157.275,2.354873e-07
2098,22157.35,2.202225e-07
2099,22157.425,2.612966e-07
2100,22157.5,2.588243e-07
2101,22157.575,2.499089e-07
2102,22157.65,2.371038e-07
2103,22157.725,2.217141e-07
2104,22157.8,2.630569e-07
2105,22157.875,2.648339e-07
2106,22157.95,2.739333e-07
2107,22158.025,2.493276e-07
2108,22158.1,2.153514e-07
2109,22158.175,2.648493e-07
2110,22158.25,2.500379e-07
2111,22158.325,2.233601e-07
2112,22158.4,2.576316e-07
2113,22158.475,2.813721e-07
2114,22158.55,2.31824e-07
2115,22158.625,2.585902e-07
2116,22158.7,2.466224e-07
2117,22158.775,2.606958e-07
2118,22158.85,2.443284e-07
2119,22158.925,2.508425e-07
2120,22159.0,2.280752e-07
2121,22159.075,2.701145e-07
2122,22159.15,3.063313e-07
2123,22159.225,3.118585e-07
2124,22159.3,2.812314e-07
2125,22159.375,2.74106e-07
2126,22159.45,2.965223e-07
2127,22159.525,3.316918e-07
2128,22159.6,3.097466e-07
2129,22159.675,3.468244e-07
2130,22159.75,3.538869e-07
2131,22159.825,3.273268e-07
