,FREQUENCY,GAMMA
2393,22179.475,-2.021066e-09
2394,22179.55,2.971336e-08
2395,22179.625,1.563084e-09
2396,22179.7,5.109442e-08
2397,22179.775,3.636371e-08
2398,22179.85,6.532595e-08
2399,22179.925,4.597008e-08
2400,22180.0,5.248115e-08
2401,22180.075,7.293667e-08
2402,22180.15,1.121296e-07
2403,22180.225,9.034057e-08
2404,22180.3,9.627591e-08
2405,22180.375,9.631673e-08
2406,22180.45,1.171974e-07
2407,22180.525,1.028041e-07
2408,22180.6,1.219764e-07
2409,22180.675,1.188945e-07
2410,22180.75,1.461834e-07
2411,22180.825,1.183281e-07
2412,22180.9,1.548761e-07
2413,22180.975,1.189212e-07
2414,22181.05,1.435134e-07
2415,22181.125,1.012373e-07
2416,22181.2,9.454649e-08
2417,22181.275,1.103798e-07
2418,22181.35,7.342229e-08
2419,22181.425,8.68525e-08
2420,22181.5,5.81016e-08
2421,22181.575,4.355586e-08
2422,22181.65,6.359122e-09
2423,22181.725,1.898853e-08
2424,22181.8,-4.949819e-08
2425,22181.875,-1.772678e-09
2426,22181.95,-2.621156e-08
2427,22182.025,-6.745047e-08
2428,22182.1,-6.339689e-08
2429,22182.175,-7.717499e-08
2430,22182.25,-9.638903e-08
2431,22182.325,-1.049281e-07
2432,22182.4,-9.503869e-08
