,FREQUENCY,GAMMA
2580,22193.5,5.871522e-07
2581,22193.575,6.041535e-07
2582,22193.65,6.109411e-07
2583,22193.725,5.954104e-07
2584,22193.8,5.653922e-07
2585,22193.875,5.416778e-07
2586,22193.95,5.735816e-07
2587,22194.025,5.680216e-07
2588,22194.1,5.619075e-07
2589,22194.175,5.62434e-07
2590,22194.25,5.534647e-07
2591,22194.325,5.606079e-07
2592,22194.4,5.285407e-07
2593,22194.475,5.328128e-07
2594,22194.55,5.620135e-07
2595,22194.625,4.896393e-07
2596,22194.7,5.047642e-07
2597,22194.775,5.253863e-07
2598,22194.85,5.169711e-07
2599,22194.925,5.140792e-07
2600,22195.0,4.912012e-07
2601,22195.075,5.000763e-07
2602,22195.15,5.044049e-07
2603,22195.225,5.104333e-07
2604,22195.3,5.133711e-07
2605,22195.375,4.750793e-07
2606,22195.45,4.930827e-07
2607,22195.525,4.596549e-07
2608,22195.6,4.565423e-07
2609,22195.675,4.474508e-07
2610,22195.75,4.447655e-07
2611,22195.825,4.362069e-07
2612,22195.9,4.195424e-07
2613,22195.975,4.314839e-07
2614,22196.05,4.332541e-07
2615,22196.125,4.054414e-07
2616,22196.2,3.887421e-07
2617,22196.275,3.526613e-07
2618,22196.35,3.879776e-07
2619,22196.425,3.87202e-07
