,FREQUENCY,GAMMA
3004,22225.3,2.021744e-07
3005,22225.375,1.938279e-07
3006,22225.45,2.230525e-07
3007,22225.525,1.682583e-07
3008,22225.6,1.778819e-07
3009,22225.675,2.011071e-07
3010,22225.75,2.023919e-07
3011,22225.825,1.559967e-07
3012,22225.9,2.184086e-07
3013,22225.975,1.905788e-07
3014,22226.05,2.063352e-07
3015,22226.125,1.76702e-07
3016,22226.2,2.141441e-07
3017,22226.275,2.231987e-07
3018,22226.35,2.303914e-07
3019,22226.425,2.231329e-07
3020,22226.5,2.188316e-07
3021,22226.575,2.136686e-07
3022,22226.65,2.207107e-07
3023,22226.725,2.261319e-07
3024,22226.8,2.548406e-07
3025,22226.875,2.359714e-07
3026,22226.95,2.482387e-07
3027,22227.025,1.931248e-07
3028,22227.1,2.217379e-07
3029,22227.175,2.257519e-07
3030,22227.25,1.827785e-07
3031,22227.325,1.706941e-07
3032,22227.4,2.011196e-07
3033,22227.475,1.802678e-07
3034,22227.55,1.298668e-07
3035,22227.625,1.328735e-07
3036,22227.7,1.628943e-07
3037,22227.775,1.713674e-07
3038,22227.85,1.657652e-07
3039,22227.925,1.781635e-07
3040,22228.0,1.978952e-07
3041,22228.075,2.017873e-07
3042,22228.15,2.152357e-07
3043,22228.225,2.006264e-07
