,FREQUENCY,GAMMA
1862,22139.65,-1.575905e-07
1863,22139.725,-1.308223e-07
1864,22139.8,-1.881924e-07
1865,22139.875,-2.263666e-07
1866,22139.95,-1.507794e-07
1867,22140.025,-1.570959e-07
1868,22140.1,-1.497e-07
1869,22140.175,-5.016244e-08
1870,22140.25,-1.463434e-08
1871,22140.325,3.19078e-08
1872,22140.4,1.153716e-07
1873,22140.475,1.487196e-07
1874,22140.55,1.65815e-07
1875,22140.625,2.099634e-07
1876,22140.7,2.902817e-07
1877,22140.775,2.79242e-07
1878,22140.85,3.438503e-07
1879,22140.925,3.491105e-07
1880,22141.0,3.57707e-07
1881,22141.075,3.849835e-07
1882,22141.15,3.798896e-07
1883,22141.225,3.783282e-07
1884,22141.3,3.518521e-07
1885,22141.375,3.491601e-07
1886,22141.45,3.355555e-07
1887,22141.525,3.389711e-07
1888,22141.6,2.949771e-07
1889,22141.675,3.074285e-07
1890,22141.75,2.913923e-07
1891,22141.825,2.810701e-07
1892,22141.9,2.458703e-07
1893,22141.975,2.089126e-07
1894,22142.05,1.540575e-07
1895,22142.125,1.047327e-07
1896,22142.2,1.097042e-07
1897,22142.275,1.038339e-07
1898,22142.35,1.37707e-07
1899,22142.425,1.222062e-07
1900,22142.5,1.191803e-07
1901,22142.575,6.332377e-08
