,FREQUENCY,GAMMA
2789,22209.175,1.958675e-09
2790,22209.25,-1.440862e-08
2791,22209.325,-3.634649e-08
2792,22209.4,4.031145e-08
2793,22209.475,5.613225e-09
2794,22209.55,1.190512e-08
2795,22209.625,-1.358762e-08
2796,22209.7,-5.277629e-08
2797,22209.775,1.872626e-08
2798,22209.85,-2.305578e-08
2799,22209.925,2.118772e-10
2800,22210.0,5.033235e-09
2801,22210.075,1.175411e-08
2802,22210.15,-1.760465e-08
2803,22210.225,-2.480578e-08
2804,22210.3,-3.392599e-08
2805,22210.375,2.475055e-09
2806,22210.45,1.38442e-09
2807,22210.525,2.889549e-08
2808,22210.6,-2.762989e-08
2809,22210.675,1.860788e-09
2810,22210.75,-1.919554e-08
2811,22210.825,2.397355e-08
2812,22210.9,-7.504175e-11
2813,22210.975,-2.194963e-11
2814,22211.05,3.040143e-09
2815,22211.125,-1.736461e-08
2816,22211.2,-5.605402e-09
2817,22211.275,-2.649873e-08
2818,22211.35,2.342222e-08
2819,22211.425,-4.251892e-08
2820,22211.5,-6.901039e-09
2821,22211.575,-9.629659e-09
2822,22211.65,-3.340132e-08
2823,22211.725,-2.427185e-08
2824,22211.8,-1.250886e-08
2825,22211.875,-3.170117e-08
2826,22211.95,-6.788979e-08
2827,22212.025,-2.572941e-08
2828,22212.1,-2.376169e-08
