,FREQUENCY,GAMMA
13,22000.975,6.696926e-07
14,22001.05,6.876826e-07
15,22001.125,7.127697e-07
16,22001.2,7.213745e-07
17,22001.275,6.979152e-07
18,22001.35,6.699376e-07
19,22001.425,6.787921e-07
20,22001.5,6.502417e-07
21,22001.575,6.429519e-07
22,22001.65,6.402094e-07
23,22001.725,6.387818e-07
24,22001.8,6.334492e-07
25,22001.875,6.793126e-07
26,22001.95,6.515818e-07
27,22002.025,6.730645e-07
28,22002.1,6.586754e-07
29,22002.175,6.177433e-07
30,22002.25,6.13187e-07
31,22002.325,5.981483e-07
32,22002.4,6.624558e-07
33,22002.475,5.923288e-07
34,22002.55,6.53011e-07
35,22002.625,6.063296e-07
36,22002.7,6.053792e-07
37,22002.775,5.403436e-07
38,22002.85,5.79176e-07
39,22002.925,5.59689e-07
40,22003.0,5.243097e-07
41,22003.075,5.584631e-07
42,22003.15,5.329278e-07
43,22003.225,5.547274e-07
44,22003.3,5.379842e-07
45,22003.375,5.461559e-07
46,22003.45,4.936359e-07
47,22003.525,5.117614e-07
48,22003.6,5.187699e-07
49,22003.675,5.320156e-07
50,22003.75,5.415145e-07
51,22003.825,4.615421e-07
52,22003.9,4.740094e-07
