,FREQUENCY,GAMMA
5480,22411.0,1.036284e-07
5481,22411.075,1.39706e-07
5482,22411.15,1.120512e-07
5483,22411.225,1.455842e-07
5484,22411.3,1.353538e-07
5485,22411.375,1.3498e-07
5486,22411.45,1.433074e-07
5487,22411.525,1.704398e-07
5488,22411.6,1.499865e-07
5489,22411.675,1.503772e-07
5490,22411.75,1.33955e-07
5491,22411.825,1.615051e-07
5492,22411.9,1.968011e-07
5493,22411.975,1.425329e-07
5494,22412.05,1.452241e-07
5495,22412.125,1.226835e-07
5496,22412.2,1.483351e-07
5497,22412.275,1.433524e-07
5498,22412.35,1.395649e-07
5499,22412.425,1.615593e-07
5500,22412.5,1.983335e-07
5501,22412.575,1.386178e-07
5502,22412.65,1.474649e-07
5503,22412.725,1.568284e-07
5504,22412.8,1.041026e-07
5505,22412.875,1.251966e-07
5506,22412.95,1.243137e-07
5507,22413.025,1.542561e-07
5508,22413.1,1.686491e-07
5509,22413.175,1.361141e-07
5510,22413.25,1.12441e-07
5511,22413.325,1.645924e-07
5512,22413.4,1.435533e-07
5513,22413.475,1.285314e-07
5514,22413.55,1.515822e-07
5515,22413.625,1.283398e-07
5516,22413.7,1.447051e-07
5517,22413.775,1.376546e-07
5518,22413.85,1.3848e-07
5519,22413.925,1.229075e-07
