,FREQUENCY,GAMMA
3045,22228.375,2.590227e-07
3046,22228.45,3.490284e-07
3047,22228.525,3.611687e-07
3048,22228.6,3.85544e-07
3049,22228.675,3.785978e-07
3050,22228.75,4.078114e-07
3051,22228.825,4.038539e-07
3052,22228.9,4.169869e-07
3053,22228.975,4.165883e-07
3054,22229.05,3.741932e-07
3055,22229.125,3.543088e-07
3056,22229.2,3.806013e-07
3057,22229.275,3.948034e-07
3058,22229.35,3.782704e-07
3059,22229.425,3.804218e-07
3060,22229.5,3.560764e-07
3061,22229.575,4.016562e-07
3062,22229.65,3.385849e-07
3063,22229.725,3.445978e-07
3064,22229.8,3.32173e-07
3065,22229.875,3.245907e-07
3066,22229.95,3.732893e-07
3067,22230.025,3.265966e-07
3068,22230.1,3.463656e-07
3069,22230.175,3.886726e-07
3070,22230.25,3.605668e-07
3071,22230.325,3.374159e-07
3072,22230.4,3.288873e-07
3073,22230.475,3.846478e-07
3074,22230.55,3.664485e-07
3075,22230.625,3.87335e-07
3076,22230.7,3.596651e-07
3077,22230.775,3.928536e-07
3078,22230.85,4.304029e-07
3079,22230.925,3.85045e-07
3080,22231.0,4.365452e-07
3081,22231.075,4.334437e-07
3082,22231.15,3.552697e-07
3083,22231.225,4.494556e-07
3084,22231.3,3.872697e-07
